Year,Production
2000.0,
2001.0,9254.450160771705
2002.0,2332.59375
2003.0,54136.6727184466
2004.0,505.11842105263156
2005.0,1579.6666666666667
2006.0,170.87071428571429
2007.0,57860.40677966102
2008.0,12361.834496124027
2009.0,502.0263157894737
2010.0,1684.20395480226
2011.0,1597.338028169014
2012.0,9700.307639751552
2013.0,446.45534883720927
2014.0,18440.728244274807
