2000,20131.0064139942
2001,24528.7359050445
2002,13946.6488165681
2003,34361.113960114
2004,23892.175074184
2005,21769.3449541284
2006,26713.3012820513
2007,29427.0205980066
2008,28712.4741935484
2009,20822.2651757189
2010,42456.2006920415
2011,20313.6086956522
2012,20236.734439834
2013,14536.5
2014,16404.7271604938
